x,y,z,parity
-0.79,0.94,5.33,2.00
0.01,0.11,-3.42,1.00
-1.07,1.93,-1.41,1.00
1.51,0.57,0.66,2.00
-0.94,1.34,6.48,2.00
0.58,0.67,1.69,2.00
-2.68,0.29,2.53,2.00
0.93,-0.24,-3.68,1.00
1.08,-1.36,1.19,2.00
1.47,0.16,1.57,2.00
-0.88,-0.61,-3.25,1.00
-0.05,-0.03,-1.60,1.00
1.37,-0.69,-2.99,1.00
1.12,0.37,-1.63,1.00
-0.59,0.40,-1.70,1.00
-0.14,0.17,0.80,2.00
-0.16,0.09,4.16,2.00
-0.27,0.05,-0.57,1.00
-0.22,0.42,0.52,2.00
0.60,-1.25,-1.47,1.00
-0.20,0.58,5.70,2.00
-0.56,-0.07,4.74,2.00
-0.44,0.16,2.46,2.00
1.52,-0.25,2.67,2.00
1.18,-0.33,-2.04,1.00
-0.50,1.05,-1.62,1.00
-0.15,0.71,3.18,2.00
1.41,0.71,3.71,2.00
-0.69,-1.00,1.90,2.00
-0.45,1.45,4.35,2.00
-3.31,0.85,-2.97,1.00
-0.06,-0.13,0.46,2.00
-0.20,0.52,4.58,2.00
0.11,0.76,1.58,2.00
0.32,-0.55,-3.29,1.00
0.29,0.57,-3.57,1.00
0.12,-0.31,-1.02,1.00
-1.19,-0.65,2.61,2.00
-3.04,1.11,1.66,2.00
0.23,-2.67,-1.36,1.00
1.08,1.87,2.97,2.00
0.08,0.67,-4.01,1.00
-0.49,0.48,3.10,2.00
0.91,-0.10,-1.86,1.00
-0.09,0.06,-0.49,1.00
-0.65,-1.58,-3.17,1.00
-0.03,0.53,-0.57,1.00
-0.15,1.02,6.17,2.00
5.31,0.16,-6.75,1.00
-1.27,0.04,3.94,2.00
0.00,-0.31,-2.99,1.00
0.08,-0.00,3.42,2.00
-0.21,-0.38,-2.45,1.00
-2.03,1.17,4.71,2.00
0.15,-0.71,-3.16,1.00
-0.12,0.08,0.40,2.00
-0.30,1.14,-3.48,1.00
-0.48,0.59,2.59,2.00
1.11,-0.75,-2.54,1.00
-0.01,-0.45,-2.43,1.00
2.86,-2.13,-6.80,1.00
0.16,0.47,-1.94,1.00
-0.94,-0.23,2.08,2.00
0.13,-1.02,-0.82,1.00
-0.45,-0.71,-3.47,1.00
-0.62,0.57,-3.79,1.00
-1.19,1.19,3.24,2.00
0.28,-0.99,-5.02,1.00
1.56,-0.65,1.28,2.00
-0.03,0.70,-3.80,1.00
-0.48,-0.04,1.28,2.00
-1.20,0.35,-3.20,1.00
-1.31,0.34,2.13,2.00
0.19,-0.16,-2.53,1.00
0.04,0.21,-0.30,1.00
0.09,0.11,-2.44,1.00
-0.01,-0.02,-4.19,1.00
-1.83,0.04,-2.82,1.00
-0.37,0.24,-1.26,1.00
0.38,2.04,4.29,2.00
-0.00,0.11,-0.95,1.00
2.10,-3.20,3.92,2.00
4.65,-0.69,-2.80,1.00
0.49,0.27,1.84,2.00
-1.54,1.09,-2.75,1.00
0.47,-0.90,-3.79,1.00
1.76,-2.25,2.80,2.00
-1.57,-0.70,-0.12,1.00
0.47,1.00,-2.51,1.00
-0.26,-0.13,-2.94,1.00
0.53,0.27,-0.56,1.00
-0.07,-0.88,-2.14,1.00
-0.37,-0.35,-0.80,1.00
-1.67,-2.22,1.94,2.00
-1.38,-1.77,-3.06,1.00
2.52,0.32,-4.95,1.00
-1.00,1.68,2.73,2.00
-1.32,-0.07,-1.08,1.00
-1.44,1.48,2.91,2.00
0.11,-1.52,1.57,2.00
0.26,1.11,-1.08,1.00
3.95,-1.60,-0.97,1.00
0.13,-0.30,-1.28,1.00
0.59,0.46,2.73,2.00
1.51,3.27,2.42,2.00
-0.32,0.14,-1.12,1.00
-2.20,-2.53,-3.74,1.00
0.09,0.46,3.08,2.00
0.94,-1.07,-3.15,1.00
-1.00,-1.73,-3.70,1.00
2.21,-0.11,2.17,2.00
-1.59,-1.62,-4.09,1.00
0.16,-0.17,0.58,2.00
-0.37,0.96,-4.82,1.00
0.37,0.83,2.48,2.00
0.28,0.84,2.99,2.00
0.03,-0.57,-2.05,1.00
-0.16,0.84,1.85,2.00
-0.45,-0.80,-4.52,1.00
-0.54,2.49,4.33,2.00
2.40,0.52,-6.57,1.00
1.22,4.01,4.20,2.00
-0.85,3.53,4.06,2.00
0.04,0.18,-1.59,1.00
2.71,-2.90,3.08,2.00
0.09,0.05,-4.46,1.00
-0.06,0.14,1.83,2.00
0.26,1.68,5.07,2.00
2.52,0.31,2.41,2.00
-1.02,0.62,-3.98,1.00
2.05,1.25,2.80,2.00
0.15,0.11,0.23,2.00
-0.11,-0.47,-2.32,1.00
0.00,-0.00,-0.53,1.00
-1.03,-0.25,-2.42,1.00
0.49,-1.06,3.81,2.00
0.69,0.48,2.68,2.00
-0.61,-0.33,-1.10,1.00
0.56,-0.17,-1.03,1.00
-0.65,2.12,1.35,2.00
0.00,-0.01,4.85,2.00
-2.56,-1.44,6.04,2.00
-0.98,0.05,2.43,2.00
5.01,-1.19,-7.47,1.00
-0.08,0.50,-2.30,1.00
-1.33,2.99,-4.28,1.00
-1.33,4.96,-5.23,1.00
3.11,-6.31,5.06,2.00
0.70,0.38,-1.22,1.00
-0.52,0.68,1.39,2.00
3.38,-0.62,-4.56,1.00
1.25,-0.77,-6.17,1.00
-0.58,-0.58,-1.08,1.00
2.23,0.27,8.93,2.00
1.83,0.23,-5.62,1.00
0.11,0.03,2.59,2.00
-0.07,0.12,-0.63,1.00
0.30,-0.68,-1.98,1.00
0.15,1.01,1.66,2.00
-0.54,-0.10,0.32,2.00
-0.07,-0.08,-1.02,1.00
0.43,-0.67,-2.84,1.00
0.17,-0.23,1.62,2.00
-1.22,-1.36,3.60,2.00
1.04,0.05,-0.33,1.00
0.65,1.10,-4.69,1.00
-1.03,2.46,-3.75,1.00
-0.14,-0.03,-0.85,1.00
-0.75,2.71,-2.26,1.00
0.06,0.02,1.45,2.00
0.31,1.25,-2.05,1.00
0.94,0.36,1.70,2.00
-0.00,-0.00,4.81,2.00
-0.11,-0.07,2.60,2.00
1.32,-2.66,1.94,2.00
1.77,0.07,-2.55,1.00
0.07,-0.42,-0.66,1.00
0.57,-0.15,4.53,2.00
0.08,-0.06,2.16,2.00
0.19,-0.28,-1.19,1.00
0.40,-0.52,1.76,2.00
1.56,1.27,2.02,2.00
-0.37,0.79,-2.49,1.00
0.00,-0.24,-0.85,1.00
-0.45,0.16,2.49,2.00
0.19,1.20,-2.39,1.00
0.08,-0.77,1.11,2.00
-0.48,1.18,-1.66,1.00
1.23,-0.22,-4.37,1.00
-1.52,-0.47,-4.36,1.00
0.17,-0.03,-1.79,1.00
0.13,0.57,2.03,2.00
-0.20,0.34,-4.48,1.00
-0.38,-0.72,-3.45,1.00
0.73,-0.15,1.77,2.00
1.54,-1.63,7.61,2.00
-0.51,-0.98,-3.52,1.00
4.64,0.93,-5.33,1.00
-0.44,0.27,-2.61,1.00
-0.19,-4.87,-5.52,1.00
-0.31,1.01,-2.26,1.00
-0.28,-0.20,2.71,2.00
-0.48,2.50,-1.76,1.00
-1.20,0.03,7.53,2.00
0.72,-0.84,2.79,2.00
-0.30,-1.51,0.87,2.00
-0.23,0.94,-2.39,1.00
-0.58,-0.27,1.35,2.00
-0.47,0.64,1.26,2.00
0.11,0.00,-0.69,1.00
0.45,-1.07,1.57,2.00
-2.09,-0.94,-1.97,1.00
-0.15,0.24,3.71,2.00
-1.48,-0.15,-1.85,1.00
-0.07,1.13,1.19,2.00
-0.08,-0.11,-3.12,1.00
0.05,0.05,-3.00,1.00
-0.57,0.80,0.57,2.00
0.01,0.06,-1.78,1.00
-1.62,1.61,-1.90,1.00
0.17,0.10,3.58,2.00
-0.97,-0.32,-2.15,1.00
-0.21,-0.24,2.13,2.00
-1.39,0.36,3.66,2.00
-0.05,-0.08,4.75,2.00
-0.54,-0.49,1.16,2.00
-1.24,0.50,-0.99,1.00
0.46,0.66,-1.76,1.00
-0.03,-0.30,0.54,2.00
1.24,-1.14,2.26,2.00
-0.72,-0.27,-3.76,1.00
0.00,-0.25,0.40,2.00
0.05,0.16,1.12,2.00
0.98,-1.19,-4.02,1.00
-1.98,3.50,2.15,2.00
-0.35,0.81,-0.89,1.00
0.82,-0.81,2.01,2.00
-0.03,-0.08,-3.81,1.00
-0.08,0.17,-1.54,1.00
0.24,0.34,2.37,2.00
0.02,-2.20,-5.19,1.00
0.66,-0.01,-1.37,1.00
-4.08,-0.27,-1.18,1.00
0.88,-0.33,-1.54,1.00
1.24,0.21,-0.98,1.00
0.00,0.02,-4.02,1.00
-1.13,1.59,4.23,2.00
-0.00,-0.00,1.38,2.00
0.08,0.06,2.93,2.00
1.15,1.09,2.24,2.00
1.80,0.45,-2.45,1.00
0.74,-0.49,1.97,2.00
-0.15,-1.08,-0.40,1.00
0.16,0.00,-2.07,1.00
2.00,-0.49,-3.72,1.00
0.02,0.12,3.43,2.00
-0.80,-0.14,1.85,2.00
0.72,0.48,-0.73,1.00
-0.17,0.36,1.90,2.00
1.34,1.14,4.65,2.00
0.22,1.36,0.82,2.00
0.95,0.08,2.86,2.00
1.16,-1.59,-2.19,1.00
0.30,-0.68,-5.00,1.00
-2.05,0.24,4.76,2.00
-1.25,-1.04,2.79,2.00
0.20,0.25,-2.53,1.00
-0.48,-0.40,-1.41,1.00
-0.05,-1.22,-4.07,1.00
2.70,1.46,1.54,2.00
-0.09,0.42,-4.13,1.00
-0.89,1.09,2.99,2.00
1.95,0.70,-2.42,1.00
0.47,0.36,-4.40,1.00
0.23,-0.81,-3.10,1.00
-0.86,-0.29,-4.43,1.00
-0.18,0.82,-1.60,1.00
0.03,-4.97,4.07,2.00
0.50,1.81,-4.11,1.00
-0.01,-1.51,2.45,2.00
-0.21,1.95,-3.41,1.00
0.27,0.37,-0.35,1.00
1.68,1.37,-4.66,1.00
-0.06,-0.17,1.45,2.00
0.47,-0.20,-4.82,1.00
0.22,-0.08,-1.19,1.00
1.01,1.67,2.88,2.00
-0.24,-0.26,3.49,2.00
-0.72,-0.74,-2.23,1.00
-2.63,-0.96,0.87,2.00
-0.31,0.89,3.05,2.00
0.23,-1.62,-2.00,1.00
-1.02,-1.96,5.45,2.00
-1.18,-1.14,-3.88,1.00
-1.34,0.47,-2.62,1.00
-2.45,0.11,-1.69,1.00
0.48,-1.09,3.87,2.00
-0.55,0.39,3.52,2.00
-0.35,0.59,2.19,2.00
0.42,0.54,-3.48,1.00
0.24,-0.07,2.03,2.00
-0.38,-0.49,-4.27,1.00
7.08,-0.99,4.80,2.00
-0.17,-1.68,-1.86,1.00
-0.09,0.21,0.67,2.00
-0.02,-0.20,1.97,2.00
0.68,-0.24,-1.24,1.00
-0.97,-0.21,3.87,2.00
-1.53,-0.38,2.89,2.00
-0.23,-0.76,-0.61,1.00
-0.90,-0.51,2.96,2.00
1.12,2.30,3.23,2.00
0.53,0.64,-1.15,1.00
-0.38,-0.26,1.25,2.00
0.38,0.63,-6.90,1.00
-0.29,-2.54,-1.49,1.00
1.36,-1.35,-3.97,1.00
-1.21,0.58,2.55,2.00
0.44,1.14,1.77,2.00
-0.02,-0.05,3.26,2.00
0.11,-0.02,1.87,2.00
-0.11,0.09,-0.96,1.00
0.61,-0.47,2.14,2.00
-0.45,-1.01,1.64,2.00
-1.36,2.25,-1.56,1.00
-0.35,-0.27,-0.86,1.00
-2.47,0.47,2.39,2.00
0.51,-0.37,-2.73,1.00
-0.10,-0.94,1.70,2.00
0.40,-2.51,4.43,2.00
-0.03,0.00,1.13,2.00
0.02,-0.78,-1.44,1.00
0.07,-0.12,-2.25,1.00
-0.11,-0.08,-1.63,1.00
0.88,-1.13,2.94,2.00
-3.22,2.13,4.80,2.00
0.61,0.07,-1.28,1.00
-0.20,-0.21,4.02,2.00
-1.28,-0.44,1.82,2.00
-1.40,0.67,6.23,2.00
-3.52,0.36,-3.47,1.00
0.74,-0.67,0.91,2.00
3.04,-1.66,5.41,2.00
0.18,0.47,-2.52,1.00
-0.44,1.78,-3.50,1.00
-0.36,-1.13,-3.41,1.00
-0.14,-0.03,1.64,2.00
-0.39,-0.04,-2.14,1.00
-0.61,-0.47,-2.20,1.00
-2.57,3.74,-0.39,1.00
-0.10,0.04,-2.58,1.00
-2.14,0.24,-4.53,1.00
-2.90,0.10,-3.49,1.00
0.04,-0.24,4.69,2.00
0.04,0.03,5.35,2.00
-1.31,-0.48,6.03,2.00
0.41,0.18,-3.56,1.00
0.04,0.12,-2.20,1.00
-0.34,-0.87,-2.18,1.00
0.01,0.53,3.96,2.00
0.36,0.17,4.36,2.00
0.02,0.01,0.71,2.00
-0.25,0.19,-1.42,1.00
0.56,0.37,-3.33,1.00
-0.25,1.00,-2.94,1.00
-0.18,0.72,-1.18,1.00
0.79,0.66,2.01,2.00
1.69,4.87,-3.15,1.00
-1.91,2.29,-3.35,1.00
-1.29,-0.63,-2.00,1.00
1.37,-1.04,-3.41,1.00
-0.78,0.52,-1.51,1.00
0.08,-0.05,-0.74,1.00
-1.27,-0.29,5.60,2.00
3.53,2.86,1.31,2.00
0.26,0.23,-2.57,1.00
-1.02,-1.66,3.27,2.00
2.48,0.31,6.46,2.00
-0.21,0.09,-0.08,1.00
1.04,-6.56,-1.99,1.00
0.20,-0.58,-1.91,1.00
-0.45,-1.62,-2.35,1.00
0.46,0.16,5.06,2.00
-0.30,0.62,1.82,2.00
0.49,-0.03,-2.34,1.00
-0.55,0.08,1.93,2.00
1.14,1.17,-3.21,1.00
-0.33,-0.09,-4.68,1.00
-0.70,0.05,-1.37,1.00
0.02,-0.51,-0.75,1.00
0.94,0.61,4.11,2.00
-1.12,0.22,-0.45,1.00
-0.33,0.49,-1.63,1.00
1.36,-0.36,-2.40,1.00
-0.80,1.35,6.52,2.00
1.68,3.49,-2.32,1.00
-0.34,-0.43,0.60,2.00
-0.25,-0.12,2.11,2.00
0.01,-0.16,0.50,2.00
0.99,0.45,0.94,2.00
-2.29,-3.16,-0.97,1.00
-0.36,0.03,2.03,2.00
-1.02,-0.23,0.78,2.00
-0.23,-0.55,-4.19,1.00
-1.33,-1.58,-2.80,1.00
0.63,-0.20,-4.10,1.00
0.56,-0.05,0.83,2.00
0.02,3.40,2.26,2.00
0.05,0.53,2.84,2.00
-0.38,0.15,0.50,2.00
0.02,-0.07,4.30,2.00
-1.73,-0.07,-7.65,1.00
0.58,-1.52,2.64,2.00
0.23,-0.23,4.10,2.00
0.61,-0.36,3.05,2.00
0.38,-0.87,-1.96,1.00
-0.05,-0.82,0.97,2.00
0.75,-1.02,4.11,2.00
0.33,-2.00,-3.12,1.00
0.20,0.01,1.41,2.00
-2.58,3.17,1.70,2.00
0.61,0.91,-0.97,1.00
-0.11,1.68,2.71,2.00
-0.09,0.06,-1.17,1.00
-0.31,0.58,2.37,2.00
0.79,-0.11,-1.77,1.00
-2.44,-3.60,-3.41,1.00
-0.56,-0.09,-7.43,1.00
1.59,1.26,1.06,2.00
-1.92,-0.57,2.89,2.00
-0.46,-0.21,-3.06,1.00
-0.06,0.03,1.47,2.00
2.48,-2.96,8.10,2.00
0.07,0.02,1.83,2.00
0.20,0.07,0.30,2.00
-0.01,-0.04,0.15,2.00
0.21,-0.32,1.27,2.00
0.37,1.16,-0.71,1.00
-0.94,-1.05,2.60,2.00
-0.41,-0.77,-4.18,1.00
-0.60,-1.21,2.12,2.00
1.16,1.70,-2.64,1.00
-1.32,-0.63,-2.67,1.00
-0.34,-0.02,-1.78,1.00
1.72,-1.18,1.26,2.00
0.25,-0.38,3.15,2.00
0.32,-1.89,2.50,2.00
0.07,0.09,4.80,2.00
-0.02,-1.20,0.71,2.00
-0.97,-0.96,2.64,2.00
0.70,-0.55,3.93,2.00
-0.86,0.16,-3.43,1.00
-0.43,-0.36,-7.27,1.00
1.07,-5.00,3.99,2.00
-0.92,-1.89,-2.90,1.00
0.14,-0.23,0.46,2.00
-1.44,0.15,-3.47,1.00
3.04,3.14,-1.49,1.00
-0.10,0.10,-3.45,1.00
0.58,-0.08,1.45,2.00
-0.39,0.06,-2.30,1.00
-1.35,-1.05,4.26,2.00
-0.24,0.48,1.51,2.00
0.55,0.22,-6.65,1.00
-3.84,0.55,-2.06,1.00
0.04,-1.53,0.75,2.00
0.35,-0.45,0.66,2.00
-0.30,0.96,-2.18,1.00
-0.40,0.06,-1.26,1.00
0.51,-0.27,0.92,2.00
-0.98,-2.83,-3.21,1.00
3.12,-1.50,5.13,2.00
-0.33,0.61,-3.11,1.00
-0.79,-0.26,-0.81,1.00
-1.56,0.63,-1.38,1.00
-0.57,0.17,-2.10,1.00
-0.05,-0.62,-1.28,1.00
-0.72,0.23,-4.16,1.00
-0.38,-0.47,2.96,2.00
-0.39,0.01,0.33,2.00
-1.89,-0.68,-3.18,1.00
1.57,-2.42,-2.80,1.00
-0.00,-0.01,1.20,2.00
-0.04,-0.04,-0.79,1.00
1.61,0.69,-2.13,1.00
-0.40,0.09,1.21,2.00
-2.19,0.24,-4.99,1.00
-0.67,0.70,0.76,2.00
0.27,-0.37,-2.21,1.00
0.61,0.66,1.04,2.00
-3.92,0.25,-2.72,1.00
0.91,1.07,-3.50,1.00
1.87,3.09,4.94,2.00
1.17,-2.10,1.38,2.00
-0.01,0.01,-1.37,1.00
3.21,-1.38,2.50,2.00
-0.01,0.05,-3.17,1.00
-0.35,-0.91,8.88,2.00
-1.25,-0.75,-2.05,1.00
0.09,-0.14,0.45,2.00
0.41,0.88,-1.55,1.00
-0.08,-1.34,-4.17,1.00
2.42,-3.25,-3.93,1.00
0.92,1.39,-3.18,1.00
0.81,0.63,-1.91,1.00
-2.54,0.61,-1.07,1.00
0.20,3.99,1.73,2.00
1.20,-2.14,6.96,2.00
-0.26,0.54,-3.63,1.00
1.06,1.94,-5.51,1.00
0.23,0.13,-0.64,1.00
-0.04,0.07,-0.93,1.00
-1.29,-0.35,-2.00,1.00
0.35,-0.09,-1.30,1.00
-0.05,0.04,-0.82,1.00
0.55,-0.40,0.48,2.00
0.93,-0.20,-3.08,1.00
2.13,0.07,-1.26,1.00
-1.44,-2.19,1.78,2.00
-0.44,0.27,2.95,2.00
-0.58,0.03,1.54,2.00
0.00,-0.06,0.80,2.00
0.41,-0.32,1.77,2.00
-0.63,-0.75,4.29,2.00
-0.30,0.63,-0.78,1.00
-0.46,-0.86,2.31,2.00
0.02,0.03,-1.34,1.00
0.51,0.42,2.31,2.00
-0.68,-1.04,-0.63,1.00
0.44,0.80,-2.57,1.00
0.58,-0.01,0.74,2.00
0.71,1.15,1.78,2.00
-0.08,-0.84,-4.41,1.00
0.66,0.86,-2.67,1.00
0.78,2.42,-2.32,1.00
-0.01,0.00,1.10,2.00
-0.10,0.62,1.69,2.00
-1.61,0.28,1.07,2.00
-0.01,0.03,-3.35,1.00
0.14,0.66,-1.53,1.00
0.11,0.12,-2.09,1.00
0.19,0.87,-4.95,1.00
-0.54,-0.05,-1.27,1.00
-0.08,1.59,-2.24,1.00
-0.57,-0.64,1.35,2.00
-0.78,0.28,-9.32,1.00
0.68,0.14,-1.16,1.00
-3.52,-1.10,3.85,2.00
-0.79,-1.35,2.49,2.00
0.64,-0.22,3.22,2.00
-2.33,-1.28,1.18,2.00
-0.30,-1.18,-3.35,1.00
0.64,-1.12,5.27,2.00
-0.23,0.09,1.66,2.00
0.28,0.11,5.04,2.00
0.16,0.39,-2.67,1.00
0.37,-0.37,-2.64,1.00
0.52,1.87,1.29,2.00
-0.62,-0.40,-0.73,1.00
-1.12,0.27,-1.48,1.00
-0.06,0.03,-1.31,1.00
-0.45,-0.59,2.74,2.00
0.32,0.15,-0.80,1.00
0.58,0.76,-7.12,1.00
-0.25,-0.01,-2.48,1.00
0.37,-0.49,0.69,2.00
1.35,-0.45,4.25,2.00
-2.33,-0.32,2.05,2.00
0.53,-0.43,-0.48,1.00
0.85,-0.06,0.79,2.00
-0.44,0.20,1.18,2.00
2.02,-1.24,-2.46,1.00
0.57,-0.41,-0.66,1.00
-2.00,-1.13,-4.70,1.00
-1.31,-0.32,2.50,2.00
0.47,0.99,0.63,2.00
-0.86,-0.75,1.52,2.00
-0.33,-0.95,1.35,2.00
2.61,1.84,-2.83,1.00
0.23,-0.11,2.31,2.00
0.24,0.87,0.96,2.00
-1.93,1.30,1.49,2.00
2.97,-0.28,3.57,2.00
-0.06,-0.37,-1.60,1.00
-0.28,0.21,-1.12,1.00
-0.75,1.51,-2.29,1.00
2.60,-0.74,0.54,2.00
1.02,1.53,-7.29,1.00
0.68,-0.45,-1.96,1.00
0.13,0.05,4.56,2.00
-4.97,1.70,1.64,2.00
0.85,0.31,-2.29,1.00
0.26,0.83,-2.32,1.00
-0.01,-0.09,-1.38,1.00
-1.09,-0.01,2.90,2.00
-0.24,-0.26,-3.38,1.00
-0.62,0.30,-0.32,1.00
-0.42,-1.95,6.77,2.00
2.97,0.67,-2.99,1.00
-4.20,0.47,6.46,2.00
-3.46,0.67,-2.74,1.00
0.17,0.76,0.93,2.00
0.37,-0.35,5.14,2.00
0.68,0.84,1.21,2.00
0.05,0.08,1.43,2.00
-1.04,-0.85,-1.97,1.00
-2.01,-0.71,-3.08,1.00
-1.40,-0.21,-3.08,1.00
0.19,-0.26,-1.70,1.00
-0.19,0.12,-1.75,1.00
-0.53,0.57,0.66,2.00
1.01,0.65,2.35,2.00
-1.58,-1.04,-7.38,1.00
-1.36,-0.25,-0.61,1.00
-0.80,1.04,1.43,2.00
0.02,1.98,2.55,2.00
-1.41,-0.29,-2.34,1.00
0.46,0.23,-0.60,1.00
0.57,-0.21,-2.97,1.00
0.20,0.91,1.04,2.00
0.88,2.90,-2.95,1.00
-0.76,0.57,1.78,2.00
-0.14,0.04,-1.67,1.00
1.04,-1.04,-3.68,1.00
0.15,0.04,1.54,2.00
-0.42,-0.36,-2.08,1.00
-0.26,-0.66,-5.86,1.00
-0.05,-0.47,-1.13,1.00
-2.59,0.89,3.68,2.00
-1.66,0.04,-1.67,1.00
-3.83,3.72,6.26,2.00
-0.34,-0.02,2.73,2.00
0.05,-0.47,-1.24,1.00
0.22,0.33,-1.81,1.00
0.60,0.11,3.32,2.00
1.38,-0.25,-0.77,1.00
0.53,-0.47,2.80,2.00
1.75,-1.67,-1.33,1.00
0.07,0.19,1.42,2.00
0.21,-0.12,-1.11,1.00
0.71,-1.36,3.01,2.00
-2.05,0.98,-3.66,1.00
2.27,0.49,1.82,2.00
1.59,-0.44,1.59,2.00
-0.26,-0.59,1.34,2.00
0.12,0.10,2.17,2.00
0.35,-0.22,5.17,2.00
-0.61,-0.70,2.23,2.00
0.01,-0.13,0.85,2.00
0.19,-0.86,-1.62,1.00
-0.22,0.09,-1.72,1.00
-1.17,0.11,3.91,2.00
-0.69,-0.38,3.63,2.00
0.27,1.23,-2.26,1.00
0.03,0.12,2.95,2.00
0.90,-0.26,-3.73,1.00
0.38,0.63,-4.60,1.00
0.01,-0.38,1.81,2.00
0.03,0.45,-0.12,1.00
3.01,-6.42,6.85,2.00
1.15,-2.09,1.96,2.00
-0.16,1.39,-3.02,1.00
0.93,-0.46,0.95,2.00
-1.57,0.61,1.11,2.00
-2.73,3.96,-5.45,1.00
1.75,1.29,0.25,2.00
0.92,0.73,0.59,2.00
0.17,1.81,2.54,2.00
-0.20,-0.22,1.88,2.00
0.11,0.24,1.72,2.00
-0.39,0.39,4.81,2.00
1.92,0.95,-1.88,1.00
0.32,-1.39,-3.79,1.00
1.42,0.65,0.65,2.00
-0.04,-0.01,0.38,2.00
0.18,0.87,0.53,2.00
-3.04,0.91,-4.28,1.00
-0.10,-0.82,-1.27,1.00
0.43,1.66,-1.73,1.00
-0.01,0.00,-1.42,1.00
0.31,0.19,1.04,2.00
1.25,-1.34,-3.30,1.00
1.27,-0.22,-4.37,1.00
-0.10,-0.08,-1.70,1.00
0.20,1.62,4.62,2.00
-0.71,-0.34,-1.59,1.00
2.60,-0.88,-5.51,1.00
0.53,0.54,-2.11,1.00
-0.41,0.37,1.15,2.00
2.22,-3.60,-3.48,1.00
1.46,-1.68,-1.51,1.00
-0.95,0.43,7.99,2.00
0.03,-0.12,-3.28,1.00
0.42,-0.20,0.81,2.00
-1.27,-0.15,1.16,2.00
0.69,-2.52,-2.34,1.00
0.23,-0.12,1.48,2.00
-0.67,-1.86,3.83,2.00
0.39,-0.05,2.16,2.00
1.13,-0.19,-3.74,1.00
0.53,0.61,2.53,2.00
0.49,2.52,-3.20,1.00
0.35,1.03,5.92,2.00
0.28,0.15,-0.45,1.00
-1.14,-0.12,-4.08,1.00
0.91,-0.78,-1.61,1.00
0.85,-0.55,-3.76,1.00
0.03,-0.03,-3.52,1.00
-0.10,0.54,-3.26,1.00
-1.27,-0.75,2.14,2.00
0.34,0.08,-0.94,1.00
1.82,-1.11,1.38,2.00
-0.10,-0.03,0.98,2.00
-0.15,-0.69,1.39,2.00
0.12,-0.08,-1.98,1.00
-0.26,0.49,-3.40,1.00
-0.05,-0.04,-0.95,1.00
-2.19,-0.96,-1.58,1.00
0.29,-0.75,1.06,2.00
-0.25,0.43,-2.47,1.00
0.18,1.35,2.41,2.00
-1.23,0.39,1.92,2.00
2.17,-1.43,-3.18,1.00
-1.00,1.07,0.66,2.00
-0.28,0.17,2.43,2.00
-0.13,1.53,-3.91,1.00
-0.51,0.50,0.71,2.00
0.05,-0.87,0.88,2.00
-2.32,1.90,-4.99,1.00
-1.27,0.59,-0.89,1.00
-2.82,-0.67,-4.26,1.00
0.04,0.84,-1.95,1.00
0.06,0.03,-1.37,1.00
0.28,-0.81,1.69,2.00
-0.97,1.29,2.03,2.00
0.64,0.10,2.16,2.00
-0.53,-3.25,-4.45,1.00
-0.28,0.36,1.84,2.00
-0.24,-0.10,-1.80,1.00
1.58,-0.59,-2.05,1.00
1.62,0.68,1.33,2.00
-0.45,0.91,-1.46,1.00
-0.59,-0.45,1.86,2.00
0.52,-1.62,-3.82,1.00
-0.51,0.12,2.19,2.00
0.17,-1.13,-4.07,1.00
1.28,-0.58,-1.66,1.00
1.13,0.67,-1.36,1.00
-0.10,-0.77,2.77,2.00
-1.19,0.08,-0.71,1.00
-0.22,0.82,4.18,2.00
0.11,-0.12,1.77,2.00
-0.00,0.10,1.85,2.00
0.10,-0.16,-0.62,1.00
-0.27,-2.22,-4.89,1.00
1.22,1.57,1.18,2.00
0.20,4.02,-3.10,1.00
-0.24,0.07,1.00,2.00
-0.06,0.93,0.82,2.00
1.43,-0.23,-2.32,1.00
-0.35,-1.98,1.77,2.00
2.24,0.12,1.73,2.00
0.26,1.27,-3.58,1.00
0.45,-0.61,2.33,2.00
1.69,3.53,-3.50,1.00
0.03,0.12,-2.76,1.00
-0.27,0.72,1.17,2.00
-0.11,0.23,-2.36,1.00
-0.76,1.87,-2.51,1.00
-3.21,-1.96,-2.74,1.00
-1.14,2.23,-2.94,1.00
0.14,-0.59,1.85,2.00
1.05,-0.39,4.35,2.00
0.55,5.36,4.47,2.00
-3.59,-2.36,-5.73,1.00
0.78,-3.10,-3.84,1.00
0.18,0.28,-0.62,1.00
-0.72,0.25,0.44,2.00
1.85,-0.24,-3.19,1.00
0.65,-0.06,-2.92,1.00
-1.78,-2.36,1.95,2.00
-0.60,-0.06,-4.35,1.00
-0.27,0.48,-0.91,1.00
0.00,-0.02,1.39,2.00
2.76,0.28,-2.80,1.00
1.54,1.80,1.40,2.00
-0.90,-0.76,0.67,2.00
-0.44,-0.99,2.03,2.00
0.30,0.22,-4.45,1.00
0.29,-0.17,-3.69,1.00
1.72,-1.09,-2.00,1.00
-0.03,-0.34,2.10,2.00
0.08,-0.98,-3.48,1.00
2.07,-0.58,2.15,2.00
0.38,0.27,-2.17,1.00
0.03,-0.01,0.31,2.00
0.75,0.28,1.90,2.00
2.11,-2.09,5.24,2.00
